     0     14         14 -3.743977450138427976e+00 5.964204011298380692e+02 0.000000000000000000e+00
     0     15         15 -4.628241286213024885e+00 8.345134250323803826e+02 -7.561870713038144913e+02
     0     16         16 -5.505424030242119571e+00 1.209831872659962301e+03 -7.294971371704111789e+02
     0     17         17 -6.327516883782703161e+00 1.315124827174867960e+03 -8.396670039854078595e+02
     0     18         18 -7.461327045148040682e+00 1.890740429085841924e+03 -8.802249394267888647e+02
     0     19         19 -8.377894717672383251e+00 2.093875506284702624e+03 -7.224695763278128879e+02
     0     20         20 -9.144232787317623234e+00 2.076492024262955056e+03 -5.696623140231386060e+02
     0     21         21 -9.704854372139767094e+00 2.014228958822865025e+03 -3.881263601007063926e+02
     0     22         22 -1.004832633188023117e+01 1.960201101729550601e+03 -4.341402592581309818e+02
     0     23         23 -1.071613174512770605e+01 1.669115785261661586e+03 -3.770522671244822845e+02
     0     24         24 -1.092662411248315202e+01 9.576479791948419233e+02 0.000000000000000000e+00
     1     12         66 -2.306138553714817352e+00 0.000000000000000000e+00 0.000000000000000000e+00
     1     13         67 -2.722194580293344490e+00 0.000000000000000000e+00 -4.826269141511000953e+02
     1     14         68 -3.430359741378972149e+00 5.421927312837552790e+02 -6.298809723981174784e+02
     1     15         69 -4.189426336570337916e+00 8.110200794883799063e+02 -6.177157769457876384e+02
     1     16         70 -4.869254142074293412e+00 1.239587479146057376e+03 -6.210040847469072105e+02
     1     17         71 -5.635980453690886627e+00 1.413743680280399303e+03 -6.859589409252979522e+02
     1     18         72 -6.467112762562349459e+00 1.833268178349359687e+03 -7.044300292834502670e+02
     1     19         73 -7.276865246741192728e+00 2.131664723680325096e+03 -6.805380751951674938e+02
     1     20         74 -8.052344130133906930e+00 2.245869801998285311e+03 -5.876416982212820130e+02
     1     21         75 -8.645705708233728970e+00 2.308773390313865093e+03 -4.143778329091974229e+02
     1     22         76 -9.017587314456255498e+00 2.497732650418006415e+03 -5.120459882198355217e+02
     1     23         77 -9.838455080754103577e+00 2.400965781301290463e+03 -6.033682637812959229e+02
     1     24         78 -1.042306091366523013e+01 1.894307322749885543e+03 -3.430430652648662999e+02
     1     25         79 -1.063753252741983069e+01 0.000000000000000000e+00 -3.586857271673115974e+02
     1     26         80 -1.125857605459657407e+01 0.000000000000000000e+00 -2.522637014347828597e+02
     1     27         81 -1.122515039479549515e+01 0.000000000000000000e+00 0.000000000000000000e+00
     2      9        117 -8.644769474160745037e-01 0.000000000000000000e+00 0.000000000000000000e+00
     2     11        119 -1.379448952587620125e+00 0.000000000000000000e+00 0.000000000000000000e+00
     2     12        120 -2.229180599197128299e+00 2.056561853786467680e+02 -4.878263117955757480e+02
     2     13        121 -2.515781509973647800e+00 1.962723448964090665e+02 -4.055118140841395871e+02
     2     14        122 -3.173771461982682673e+00 3.725848767202017484e+02 -5.407178617614425775e+02
     2     15        123 -3.775318553840942393e+00 6.744119611377732326e+02 -4.413277708277543638e+02
     2     16        124 -4.201791276297924149e+00 1.181169657180120339e+03 -4.573799009745668513e+02
     2     17        125 -4.840729869311751976e+00 1.523973695337309437e+03 -5.716324507710813805e+02
