     0     15         15 -1.110029307232356111e+01 5.225095298092295479e+02 0.000000000000000000e+00
     0     16         16 -1.400527021133125594e+01 7.425356098182177789e+01 -3.017414401932938745e+03
     0     17         17 -1.708310198877058994e+01 -2.236710791269018159e+02 -3.186204824076929071e+03
     0     18         18 -2.032275004403262031e+01 -4.049462795899229661e+01 -2.952532033268175383e+03
     0     19         19 -2.293726473268026922e+01 6.378653587255096369e+01 -2.259284641067613393e+03
     0     20         20 -2.480236951118711985e+01 1.419980896630822826e+02 -1.745538588945121091e+03
     0     21         21 -2.639824902017268826e+01 2.836161239361958337e+02 -1.344686527298214742e+03
     0     22         22 -2.746856032017655380e+01 2.806935825549517745e+02 -7.987801933808225385e+02
     0     23         23 -2.798203852557794491e+01 1.590551651073324990e+02 -5.714603064040403524e+02
     0     24         24 -2.860162902110125671e+01 9.543588816659439544e+01 -4.217138299935338068e+02
     0     25         25 -2.881819588621694095e+01 -2.352856186522983819e+02 0.000000000000000000e+00
     1     12         51 -1.631641725068597282e+00 0.000000000000000000e+00 0.000000000000000000e+00
     1     14         53 -7.266647724561861033e+00 0.000000000000000000e+00 0.000000000000000000e+00
     1     15         54 -1.067890098022944123e+01 1.583906829448003464e+02 -3.368404797798764321e+03
     1     16         55 -1.394538639750111919e+01 1.228030532224879465e+02 -3.320919472433155988e+03
     1     17         56 -1.726348764414542458e+01 -4.092210133930433358e+01 -3.232878051385674553e+03
     1     18         57 -2.035540804359186851e+01 4.842226336251363961e+01 -2.835610147787094775e+03
     1     19         58 -2.288582233734523186e+01 1.624749737060546693e+02 -2.185056680082895582e+03
     1     20         59 -2.468785127053734385e+01 2.314210234078655049e+02 -1.656124050662739592e+03
     1     21         60 -2.616951904493044978e+01 3.448218373355477979e+02 -1.288272859019932866e+03
     1     22         61 -2.724218730831319135e+01 3.919008627771993929e+02 -8.494447136567237067e+02
     1     23         62 -2.785376414021424551e+01 3.827707265599805737e+02 -6.468129072659302210e+02
     1     24         63 -2.852466214053533733e+01 4.639224506904603800e+02 -5.821098868499537957e+02
     1     25         64 -2.900794840445282929e+01 3.085048549016656807e+02 -5.022422412006085324e+02
     1     26         65 -2.952048802276963357e+01 0.000000000000000000e+00 -3.145817144044543170e+02
     1     27         66 -2.963168847962596786e+01 0.000000000000000000e+00 0.000000000000000000e+00
     2     10         88 -1.894411164620838584e+00 0.000000000000000000e+00 0.000000000000000000e+00
     2     13         91 -5.046604007693194838e+00 0.000000000000000000e+00 0.000000000000000000e+00
     2     14         92 -7.615814235267617249e+00 2.371217137703076503e+02 -2.924313455501964199e+03
     2     15         93 -1.084481608120075968e+01 4.155887507649042618e+02 -3.122606805534988325e+03
     2     16         94 -1.380719445362454678e+01 6.217073995768824943e+02 -3.179553272660198672e+03
     2     17         95 -1.714910748307249477e+01 3.089381774894296200e+02 -3.246712820666386506e+03
     2     18         96 -2.024464712839886360e+01 1.775708486155610615e+02 -2.787070634615121890e+03
     2     19         97 -2.267519996571638785e+01 2.161285260888196831e+02 -2.110417058866020852e+03
     2     20         98 -2.442909789164744438e+01 2.173546872143285498e+02 -1.597201317677060160e+03
     2     21         99 -2.584206702866866223e+01 3.288194067856260290e+02 -1.214137852142754582e+03
     2     22        100 -2.683644199491090987e+01 3.749838985805568541e+02 -7.679091678903912452e+02
